% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 2.754 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-12 T 14:47:04 +1100
Time (s), Voltage (V)
7.971520000000e-04, -8.065920e-01
7.999360000000e-04, -7.954476e-01
8.027200000000e-04, -7.843033e-01
8.055040000000e-04, -7.731589e-01
8.082880000000e-04, -7.620146e-01
8.110720000000e-04, -7.508702e-01
8.138560000000e-04, -7.397259e-01
8.166400000000e-04, -7.285815e-01
8.194240000000e-04, -7.174371e-01
8.222080000000e-04, -7.062928e-01
8.249920000000e-04, -6.951484e-01
8.277760000000e-04, -6.840041e-01
8.305600000000e-04, -6.729360e-01
8.333440000000e-04, -6.617917e-01
8.361280000000e-04, -6.507237e-01
8.389120000000e-04, -6.395793e-01
8.416960000000e-04, -6.284349e-01
8.444800000000e-04, -6.172906e-01
8.472640000000e-04, -6.061462e-01
8.500480000000e-04, -5.950019e-01
8.528320000000e-04, -5.838575e-01
8.556160000000e-04, -5.727131e-01
8.584000000000e-04, -5.615688e-01
8.611840000000e-04, -5.504244e-01
8.639680000000e-04, -5.392801e-01
8.667520000000e-04, -5.281357e-01
8.695360000000e-04, -5.169914e-01
8.723200000000e-04, -5.058470e-01
8.751040000000e-04, -4.947026e-01
8.778880000000e-04, -4.836346e-01
8.806720000000e-04, -4.724903e-01
8.834560000000e-04, -4.613459e-01
8.862400000000e-04, -4.502015e-01
8.890240000000e-04, -4.390572e-01
8.918080000000e-04, -4.279128e-01
8.945920000000e-04, -4.168448e-01
8.973760000000e-04, -4.057004e-01
9.001600000000e-04, -3.945561e-01
9.029440000000e-04, -3.834117e-01
9.057280000000e-04, -3.722674e-01
9.085120000000e-04, -3.611230e-01
9.112960000000e-04, -3.499786e-01
9.140800000000e-04, -3.388343e-01
9.168640000000e-04, -3.276899e-01
9.196480000000e-04, -3.165456e-01
9.224320000000e-04, -3.054012e-01
9.252160000000e-04, -2.942569e-01
9.280000000000e-04, -2.831125e-01
9.307840000000e-04, -2.719681e-01
9.335680000000e-04, -2.608238e-01
9.363520000000e-04, -2.497558e-01
9.391360000000e-04, -2.386114e-01
9.419200000000e-04, -2.274670e-01
9.447040000000e-04, -2.163990e-01
9.474880000000e-04, -2.052547e-01
9.502720000000e-04, -1.941103e-01
9.530560000000e-04, -1.829659e-01
9.558400000000e-04, -1.718216e-01
9.586240000000e-04, -1.606772e-01
9.614080000000e-04, -1.495329e-01
9.641920000000e-04, -1.383885e-01
9.669760000000e-04, -1.272441e-01
9.697600000000e-04, -1.160998e-01
9.725440000000e-04, -1.049554e-01
9.753280000000e-04, -9.381107e-02
9.781120000000e-04, -8.266671e-02
9.808960000000e-04, -7.152235e-02
9.836800000000e-04, -6.037800e-02
9.864640000000e-04, -4.923364e-02
9.892480000000e-04, -3.808928e-02
9.920320000000e-04, -2.709758e-02
9.948160000000e-04, -1.595322e-02
9.976000000000e-04, -4.808867e-03
1.000384000000e-03, 6.335491e-03
1.003168000000e-03, 1.747985e-02
1.005952000000e-03, 2.862421e-02
1.008736000000e-03, 3.976857e-02
1.011520000000e-03, 5.091292e-02
1.014304000000e-03, 6.205728e-02
1.017088000000e-03, 7.320164e-02
1.019872000000e-03, 8.434600e-02
1.022656000000e-03, 9.549036e-02
1.025440000000e-03, 1.066347e-01
1.028224000000e-03, 1.177791e-01
1.031008000000e-03, 1.289234e-01
1.033792000000e-03, 1.400678e-01
1.036576000000e-03, 1.512121e-01
1.039360000000e-03, 1.622802e-01
1.042144000000e-03, 1.733482e-01
1.044928000000e-03, 1.844926e-01
1.047712000000e-03, 1.956369e-01
1.050496000000e-03, 2.067813e-01
1.053280000000e-03, 2.179256e-01
1.056064000000e-03, 2.290700e-01
1.058848000000e-03, 2.402143e-01
1.061632000000e-03, 2.513587e-01
1.064416000000e-03, 2.625031e-01
1.067200000000e-03, 2.736474e-01
1.069984000000e-03, 2.847918e-01
1.072768000000e-03, 2.959361e-01
1.075552000000e-03, 3.070805e-01
1.078336000000e-03, 3.182249e-01
1.081120000000e-03, 3.293692e-01
1.083904000000e-03, 3.405136e-01
1.086688000000e-03, 3.515816e-01
1.089472000000e-03, 3.627260e-01
1.092256000000e-03, 3.738703e-01
1.095040000000e-03, 3.850147e-01
1.097824000000e-03, 3.960827e-01
1.100608000000e-03, 4.072271e-01
1.103392000000e-03, 4.183714e-01
1.106176000000e-03, 4.295158e-01
1.108960000000e-03, 4.406601e-01
1.111744000000e-03, 4.518045e-01
1.114528000000e-03, 4.629488e-01
1.117312000000e-03, 4.740932e-01
1.120096000000e-03, 4.852376e-01
1.122880000000e-03, 4.963819e-01
1.125664000000e-03, 5.075263e-01
1.128448000000e-03, 5.186706e-01
1.131232000000e-03, 5.298150e-01
1.134016000000e-03, 5.409594e-01
1.136800000000e-03, 5.521037e-01
1.139584000000e-03, 5.632481e-01
1.142368000000e-03, 5.743161e-01
1.145152000000e-03, 5.854605e-01
1.147936000000e-03, 5.966048e-01
1.150720000000e-03, 6.077492e-01
1.153504000000e-03, 6.188172e-01
1.156288000000e-03, 6.299616e-01
1.159072000000e-03, 6.411059e-01
1.161856000000e-03, 6.522503e-01
1.164640000000e-03, 6.633946e-01
1.167424000000e-03, 6.745390e-01
1.170208000000e-03, 6.856833e-01
1.172992000000e-03, 6.968277e-01
1.175776000000e-03, 7.079721e-01
1.178560000000e-03, 7.191164e-01
1.181344000000e-03, 7.302608e-01
1.184128000000e-03, 7.414051e-01
1.186912000000e-03, 7.525495e-01
1.189696000000e-03, 7.636939e-01
1.192480000000e-03, 7.748382e-01
1.195264000000e-03, 7.859826e-01
1.198048000000e-03, 7.970506e-01
1.200832000000e-03, 8.081950e-01
1.203616000000e-03, 8.192630e-01
1.206400000000e-03, 8.304073e-01
1.209184000000e-03, 8.415517e-01
1.211968000000e-03, 8.526961e-01
1.214752000000e-03, 8.638404e-01
1.217536000000e-03, 8.749848e-01
1.220320000000e-03, 8.861291e-01
1.223104000000e-03, 8.972735e-01
1.225888000000e-03, 9.084178e-01
1.228672000000e-03, 9.195622e-01
1.231456000000e-03, 9.307066e-01
1.234240000000e-03, 9.418509e-01
1.237024000000e-03, 9.529953e-01
1.239808000000e-03, 9.641396e-01
1.242592000000e-03, 9.752840e-01
1.245376000000e-03, 9.864284e-01
1.248160000000e-03, 9.961224e-01
1.250944000000e-03, 9.913136e-01
1.253728000000e-03, 9.801692e-01
1.256512000000e-03, 9.691012e-01
1.259296000000e-03, 9.579568e-01
1.262080000000e-03, 9.468125e-01
1.264864000000e-03, 9.356681e-01
1.267648000000e-03, 9.246001e-01
1.270432000000e-03, 9.134557e-01
1.273216000000e-03, 9.023114e-01
1.276000000000e-03, 8.911670e-01
1.278784000000e-03, 8.800226e-01
1.281568000000e-03, 8.688783e-01
1.284352000000e-03, 8.577339e-01
1.287136000000e-03, 8.465896e-01
1.289920000000e-03, 8.354452e-01
1.292704000000e-03, 8.243008e-01
1.295488000000e-03, 8.131565e-01
1.298272000000e-03, 8.020121e-01
1.301056000000e-03, 7.908678e-01
1.303840000000e-03, 7.797234e-01
1.306624000000e-03, 7.685791e-01
1.309408000000e-03, 7.574347e-01
1.312192000000e-03, 7.463667e-01
1.314976000000e-03, 7.352986e-01
1.317760000000e-03, 7.241543e-01
1.320544000000e-03, 7.130099e-01
1.323328000000e-03, 7.018656e-01
1.326112000000e-03, 6.907212e-01
1.328896000000e-03, 6.795769e-01
1.331680000000e-03, 6.684325e-01
1.334464000000e-03, 6.572881e-01
1.337248000000e-03, 6.461438e-01
1.340032000000e-03, 6.349994e-01
1.342816000000e-03, 6.238551e-01
1.345600000000e-03, 6.127107e-01
1.348384000000e-03, 6.015663e-01
1.351168000000e-03, 5.904220e-01
1.353952000000e-03, 5.792776e-01
1.356736000000e-03, 5.681333e-01
1.359520000000e-03, 5.569889e-01
1.362304000000e-03, 5.459209e-01
1.365088000000e-03, 5.348529e-01
1.367872000000e-03, 5.237085e-01
1.370656000000e-03, 5.125641e-01
1.373440000000e-03, 5.014198e-01
1.376224000000e-03, 4.902754e-01
1.379008000000e-03, 4.791311e-01
1.381792000000e-03, 4.679867e-01
1.384576000000e-03, 4.568424e-01
1.387360000000e-03, 4.456980e-01
1.390144000000e-03, 4.345536e-01
1.392928000000e-03, 4.234093e-01
1.395712000000e-03, 4.122649e-01
1.398496000000e-03, 4.011206e-01
1.401280000000e-03, 3.899762e-01
1.404064000000e-03, 3.788318e-01
1.406848000000e-03, 3.676875e-01
1.409632000000e-03, 3.566195e-01
1.412416000000e-03, 3.454751e-01
1.415200000000e-03, 3.343307e-01
1.417984000000e-03, 3.232627e-01
1.420768000000e-03, 3.121184e-01
1.423552000000e-03, 3.009740e-01
1.426336000000e-03, 2.898296e-01
1.429120000000e-03, 2.786853e-01
1.431904000000e-03, 2.675409e-01
1.434688000000e-03, 2.563966e-01
1.437472000000e-03, 2.452522e-01
1.440256000000e-03, 2.341079e-01
1.443040000000e-03, 2.229635e-01
1.445824000000e-03, 2.118191e-01
1.448608000000e-03, 2.006748e-01
1.451392000000e-03, 1.895304e-01
1.454176000000e-03, 1.783861e-01
1.456960000000e-03, 1.672417e-01
1.459744000000e-03, 1.560973e-01
1.462528000000e-03, 1.450293e-01
1.465312000000e-03, 1.338850e-01
1.468096000000e-03, 1.227406e-01
1.470880000000e-03, 1.115962e-01
