% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 2.341 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-12 T 14:44:29 +1100
% Time (s), Voltage (V), Freq (Hz), FFT (dBm)
-7.418880000000e-04, 9.999390e-01, 4.285440e-04, -2.564622e+01
-7.395840000000e-04, 9.999390e-01, 4.308480e-04, -3.457650e+01
-7.372800000000e-04, 9.999390e-01, 4.331520e-04, -6.064667e+01
-7.349760000000e-04, 9.999390e-01, 4.354560e-04, -4.650708e+01
-7.326720000000e-04, 9.999390e-01, 4.377600e-04, -4.406196e+01
-7.303680000000e-04, 9.999390e-01, 4.400640e-04, -2.985260e+01
-7.280640000000e-04, 9.999390e-01, 4.423680e-04, -2.355787e+01
-7.257600000000e-04, 9.999390e-01, 4.446720e-04, -2.077754e+01
-7.234560000000e-04, 9.999390e-01, 4.469760e-04, -2.084460e+01
-7.211520000000e-04, 9.999390e-01, 4.492800e-04, -2.377978e+01
-7.188480000000e-04, 9.999390e-01, 4.515840e-04, -3.032366e+01
-7.165440000000e-04, 9.999390e-01, 4.538880e-04, -4.544684e+01
-7.142400000000e-04, 9.999390e-01, 4.561920e-04, -4.666272e+01
-7.119360000000e-04, 9.999390e-01, 4.584960e-04, -6.805980e+01
-7.096320000000e-04, 9.999390e-01, 4.608000e-04, -3.480383e+01
-7.073280000000e-04, 9.999390e-01, 4.631040e-04, -2.623507e+01
-7.050240000000e-04, 9.999390e-01, 4.654080e-04, -2.206737e+01
-7.027200000000e-04, 9.999390e-01, 4.677120e-04, -2.091513e+01
-7.004160000000e-04, 9.999390e-01, 4.700160e-04, -2.255974e+01
-6.981120000000e-04, 9.999390e-01, 4.723200e-04, -2.734642e+01
-6.958080000000e-04, 9.999390e-01, 4.746240e-04, -3.717728e+01
-6.935040000000e-04, 9.999390e-01, 4.769280e-04, -5.394206e+01
-6.912000000000e-04, 9.999390e-01, 4.792320e-04, -4.847111e+01
-6.888960000000e-04, 9.999390e-01, 4.815360e-04, -4.207367e+01
-6.865920000000e-04, 9.999390e-01, 4.838400e-04, -2.968035e+01
-6.842880000000e-04, 9.999390e-01, 4.861440e-04, -2.390746e+01
-6.819840000000e-04, 9.999390e-01, 4.884480e-04, -2.149828e+01
-6.796800000000e-04, 9.999390e-01, 4.907520e-04, -2.191123e+01
-6.773760000000e-04, 9.999390e-01, 4.930560e-04, -2.523169e+01
-6.750720000000e-04, 9.999390e-01, 4.953600e-04, -3.236404e+01
-6.727680000000e-04, 9.999390e-01, 4.976640e-04, -5.057481e+01
-6.704640000000e-04, 9.999390e-01, 4.999680e-04, -4.709626e+01
-6.681600000000e-04, 9.999390e-01, 5.022720e-04, -5.971234e+01
-6.658560000000e-04, 9.999390e-01, 5.045760e-04, -3.418908e+01
-6.635520000000e-04, 9.999390e-01, 5.068800e-04, -2.635734e+01
-6.612480000000e-04, 9.999390e-01, 5.091840e-04, -2.259987e+01
-6.589440000000e-04, 9.999390e-01, 5.114880e-04, -2.179614e+01
-6.566400000000e-04, 9.999390e-01, 5.137920e-04, -2.379932e+01
-6.543360000000e-04, 9.999390e-01, 5.160960e-04, -2.904630e+01
-6.520320000000e-04, 9.999390e-01, 5.184000e-04, -3.995267e+01
-6.497280000000e-04, 9.999390e-01, 5.207040e-04, -5.138763e+01
-6.474240000000e-04, 9.999390e-01, 5.230080e-04, -5.109073e+01
-6.451200000000e-04, 9.999390e-01, 5.253120e-04, -4.054690e+01
-6.428160000000e-04, 9.999390e-01, 5.276160e-04, -2.952972e+01
-6.405120000000e-04, 9.999390e-01, 5.299200e-04, -2.424404e+01
-6.382080000000e-04, 9.999390e-01, 5.322240e-04, -2.219867e+01
-6.359040000000e-04, 9.999390e-01, 5.345280e-04, -2.295879e+01
-6.336000000000e-04, 9.999390e-01, 5.368320e-04, -2.667640e+01
-6.312960000000e-04, 9.999390e-01, 5.391360e-04, -3.445747e+01
-6.289920000000e-04, 9.999390e-01, 5.414400e-04, -5.849226e+01
-6.266880000000e-04, 9.999390e-01, 5.437440e-04, -4.786238e+01
-6.243840000000e-04, 9.999390e-01, 5.460480e-04, -5.242858e+01
-6.220800000000e-04, 9.999390e-01, 5.483520e-04, -3.365763e+01
-6.197760000000e-04, 9.999390e-01, 5.506560e-04, -2.648050e+01
-6.174720000000e-04, 9.999390e-01, 5.529600e-04, -2.311973e+01
-6.151680000000e-04, 9.999390e-01, 5.552640e-04, -2.266284e+01
-6.128640000000e-04, 9.999390e-01, 5.575680e-04, -2.503020e+01
-6.105600000000e-04, 9.999390e-01, 5.598720e-04, -3.076417e+01
-6.082560000000e-04, 9.999390e-01, 5.621760e-04, -4.300250e+01
-6.059520000000e-04, 9.999390e-01, 5.644800e-04, -5.021124e+01
-6.036480000000e-04, 9.999390e-01, 5.667840e-04, -5.492760e+01
-6.013440000000e-04, 9.999390e-01, 5.690880e-04, -3.931627e+01
-5.990400000000e-04, 9.999390e-01, 5.713920e-04, -2.940277e+01
-5.967360000000e-04, 9.999390e-01, 5.736960e-04, -2.457722e+01
-5.944320000000e-04, 9.999390e-01, 5.760000e-04, -2.288974e+01
-5.921280000000e-04, 9.999390e-01, 5.783040e-04, -2.399873e+01
-5.898240000000e-04, 9.999390e-01, 5.806080e-04, -2.812749e+01
-5.875200000000e-04, 9.999390e-01, 5.829120e-04, -3.663705e+01
-5.852160000000e-04, 9.999390e-01, 5.852160e-04, -7.748026e+01
-5.829120000000e-04, 9.999390e-01, 5.875200e-04, -4.896982e+01
-5.806080000000e-04, 9.999390e-01, 5.898240e-04, -4.862670e+01
-5.783040000000e-04, 9.999390e-01, 5.921280e-04, -3.319724e+01
-5.760000000000e-04, 9.999390e-01, 5.944320e-04, -2.661182e+01
-5.736960000000e-04, 9.999390e-01, 5.967360e-04, -2.363587e+01
-5.713920000000e-04, 9.999390e-01, 5.990400e-04, -2.352487e+01
-5.690880000000e-04, 9.999390e-01, 6.013440e-04, -2.626388e+01
-5.667840000000e-04, 9.999390e-01, 6.036480e-04, -3.251840e+01
-5.644800000000e-04, 9.999390e-01, 6.059520e-04, -4.649207e+01
-5.621760000000e-04, 9.999390e-01, 6.082560e-04, -4.976695e+01
-5.598720000000e-04, 9.999390e-01, 6.105600e-04, -6.204187e+01
-5.575680000000e-04, 9.999390e-01, 6.128640e-04, -3.829617e+01
-5.552640000000e-04, 9.999390e-01, 6.151680e-04, -2.930159e+01
-5.529600000000e-04, 9.999390e-01, 6.174720e-04, -2.491392e+01
-5.506560000000e-04, 9.999390e-01, 6.197760e-04, -2.358014e+01
-5.483520000000e-04, 9.999390e-01, 6.220800e-04, -2.504087e+01
-5.460480000000e-04, 9.999390e-01, 6.243840e-04, -2.959697e+01
-5.437440000000e-04, 9.999390e-01, 6.266880e-04, -3.894022e+01
-5.414400000000e-04, 9.999390e-01, 6.289920e-04, -5.949880e+01
-5.391360000000e-04, 9.999390e-01, 6.312960e-04, -5.047449e+01
-5.368320000000e-04, 9.999390e-01, 6.336000e-04, -4.606228e+01
-5.345280000000e-04, 9.999390e-01, 6.359040e-04, -3.279827e+01
-5.322240000000e-04, 9.999390e-01, 6.382080e-04, -2.675666e+01
-5.299200000000e-04, 9.999390e-01, 6.405120e-04, -2.415581e+01
-5.276160000000e-04, 9.999390e-01, 6.428160e-04, -2.439016e+01
-5.253120000000e-04, 9.999390e-01, 6.451200e-04, -2.750958e+01
-5.230080000000e-04, 9.999390e-01, 6.474240e-04, -3.432738e+01
-5.207040000000e-04, 9.999390e-01, 6.497280e-04, -5.075596e+01
-5.184000000000e-04, 9.999390e-01, 6.520320e-04, -4.981121e+01
