% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 2.341 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-12 T 14:41:12 +1100
Time (s), Voltage (V), Freq (Hz), FFT (dBm)
-5.852160000000e-04, 5.041677e-01, 5.852160e-04, -1.075165e+02
-5.829120000000e-04, 4.915731e-01, 5.875200e-04, -1.092147e+02
-5.806080000000e-04, 4.789021e-01, 5.898240e-04, -1.102999e+02
-5.783040000000e-04, 4.661548e-01, 5.921280e-04, -1.079073e+02
-5.760000000000e-04, 4.533311e-01, 5.944320e-04, -1.012537e+02
-5.736960000000e-04, 4.404311e-01, 5.967360e-04, -9.822541e+01
-5.713920000000e-04, 4.273785e-01, 5.990400e-04, -9.832709e+01
-5.690880000000e-04, 4.142495e-01, 6.013440e-04, -1.005636e+02
-5.667840000000e-04, 4.010442e-01, 6.036480e-04, -1.051020e+02
-5.644800000000e-04, 3.877626e-01, 6.059520e-04, -1.093532e+02
-5.621760000000e-04, 3.743283e-01, 6.082560e-04, -1.066274e+02
-5.598720000000e-04, 3.608177e-01, 6.105600e-04, -1.063746e+02
-5.575680000000e-04, 3.473071e-01, 6.128640e-04, -1.069395e+02
-5.552640000000e-04, 3.337201e-01, 6.151680e-04, -1.076872e+02
-5.529600000000e-04, 3.200568e-01, 6.174720e-04, -1.138111e+02
-5.506560000000e-04, 3.063172e-01, 6.197760e-04, -1.134298e+02
-5.483520000000e-04, 2.924249e-01, 6.220800e-04, -1.054325e+02
-5.460480000000e-04, 2.786090e-01, 6.243840e-04, -1.069960e+02
-5.437440000000e-04, 2.647167e-01, 6.266880e-04, -1.207891e+02
-5.414400000000e-04, 2.506717e-01, 6.289920e-04, -1.061553e+02
-5.391360000000e-04, 2.366268e-01, 6.312960e-04, -1.009912e+02
-5.368320000000e-04, 2.225818e-01, 6.336000e-04, -9.924437e+01
